State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
Georgia,GA,nonpt,Nonpoint,SO2,1639.73,1689.67,1749.32,1809.03
Hawaii,HI,nonpt,Nonpoint,SO2,3.11,3.2,3.28,3.31
Idaho,ID,nonpt,Nonpoint,SO2,218.74,227.22,239.54,251.55
Illinois,IL,nonpt,Nonpoint,SO2,254.67,246.15,243.12,237.3
Indiana,IN,nonpt,Nonpoint,SO2,239.01,234.67,233.32,230.56
Iowa,IA,nonpt,Nonpoint,SO2,211.38,208.09,206.69,207.12
Kansas,KS,nonpt,Nonpoint,SO2,60.35,58.64,58.39,57.92
Kentucky,KY,nonpt,Nonpoint,SO2,204.27,205.17,208.41,213.34
Louisiana,LA,nonpt,Nonpoint,SO2,4574.09,4037.7,3699.31,3257.25
Maine,ME,nonpt,Nonpoint,SO2,718.45,584.96,522.36,471.47
Maryland,MD,nonpt,Nonpoint,SO2,7765.53,6623.23,5866.25,4905.07
Massachusetts,MA,nonpt,Nonpoint,SO2,168.64,148.46,135.26,126.58
Michigan,MI,nonpt,Nonpoint,SO2,477.77,474.77,475.94,475.83
Minnesota,MN,nonpt,Nonpoint,SO2,422.62,422.84,426.62,429.78
Mississippi,MS,nonpt,Nonpoint,SO2,935.95,840.5,789.75,723.47
Missouri,MO,nonpt,Nonpoint,SO2,657.83,737.82,755.71,747.38
Montana,MT,nonpt,Nonpoint,SO2,88.78,88,87.67,88.42
Nebraska,NE,nonpt,Nonpoint,SO2,51.01,58.96,66.31,66.12
Nevada,NV,nonpt,Nonpoint,SO2,311.41,277.55,252.95,226.41
New Hampshire,NH,nonpt,Nonpoint,SO2,304.97,359.63,309.06,311.31
New Jersey,NJ,nonpt,Nonpoint,SO2,240.38,236.21,236.84,234.95
New Mexico,NM,nonpt,Nonpoint,SO2,409.5,364.17,330.77,295.21
New York,NY,nonpt,Nonpoint,SO2,2391.85,2231.92,1959.39,2034.43
North Carolina,NC,nonpt,Nonpoint,SO2,161.66,163,167.43,171.44
North Dakota,ND,nonpt,Nonpoint,SO2,28027.02,20353.5,18888.35,15860.82
Ohio,OH,nonpt,Nonpoint,SO2,310.88,308.84,309.31,308.66
Oklahoma,OK,nonpt,Nonpoint,SO2,513.76,486.02,469.11,449.76
Oregon,OR,nonpt,Nonpoint,SO2,833.97,797.75,780.26,755.14
Pennsylvania,PA,nonpt,Nonpoint,SO2,2965.32,2529.81,2370.48,2089.96
Puerto Rico,PR,nonpt,Nonpoint,SO2,384.28,384.28,384.28,384.28
Rhode Island,RI,nonpt,Nonpoint,SO2,40.29,32.71,29.03,25.79
South Carolina,SC,nonpt,Nonpoint,SO2,1078.57,997.74,973.84,936.36
South Dakota,SD,nonpt,Nonpoint,SO2,1827.56,1358.22,1278.61,1087.38
Tennessee,TN,nonpt,Nonpoint,SO2,109.52,111.05,111.86,112.79
Texas,TX,nonpt,Nonpoint,SO2,5186.58,3256.66,2770.28,3176.85
Tribal Data,TRIBAL ,nonpt,Nonpoint,SO2,7.88,7.88,7.88,7.88
Utah,UT,nonpt,Nonpoint,SO2,270.65,264.95,260.59,264.31
Vermont,VT,nonpt,Nonpoint,SO2,145.87,121.88,105.16,95.42
Virgin Islands,USVI,nonpt,Nonpoint,SO2,3.16,3.16,3.16,3.16
Virginia,VA,nonpt,Nonpoint,SO2,1490.96,1529.07,1592.47,1635.78
Washington,WA,nonpt,Nonpoint,SO2,451.11,426.55,411.75,395.49
West Virginia,WV,nonpt,Nonpoint,SO2,21.99,19.63,18.32,16.78
Wisconsin,WI,nonpt,Nonpoint,SO2,608.95,618.81,636.24,639.83
Wyoming,WY,nonpt,Nonpoint,SO2,5.85,5.92,6.04,6.17
Alabama,AL,nonroad,Nonroad Mobile,SO2,13.06,13.37,14.12,15.26
Alaska,AK,nonroad,Nonroad Mobile,SO2,2.11,2.09,2.1,2.14
Arizona,AZ,nonroad,Nonroad Mobile,SO2,15.24,15.51,16.45,18.25
Arkansas,AR,nonroad,Nonroad Mobile,SO2,10.65,10.39,10.08,10.64
California,CA,nonroad,Nonroad Mobile,SO2,147.35,152.53,159,166.71
Colorado,CO,nonroad,Nonroad Mobile,SO2,12.81,13.29,14.31,15.75
Connecticut,CT,nonroad,Nonroad Mobile,SO2,7.52,7.79,8.32,9.04
Delaware,DE,nonroad,Nonroad Mobile,SO2,3.22,3.38,3.66,4
District of Columbia,DC,nonroad,Nonroad Mobile,SO2,0.49,0.5,0.55,0.6
Florida,FL,nonroad,Nonroad Mobile,SO2,59.65,61.72,65.73,71
Georgia,GA,nonroad,Nonroad Mobile,SO2,23.97,24.8,26.48,28.87
Hawaii,HI,nonroad,Nonroad Mobile,SO2,2.94,2.98,3.1,3.28
Idaho,ID,nonroad,Nonroad Mobile,SO2,5.86,5.87,5.94,6.13
Illinois,IL,nonroad,Nonroad Mobile,SO2,35.58,35.92,37.03,39.07
Indiana,IN,nonroad,Nonroad Mobile,SO2,26.81,27.29,28.53,30.86
Iowa,IA,nonroad,Nonroad Mobile,SO2,19.3,18.99,19.09,19.69
Kansas,KS,nonroad,Nonroad Mobile,SO2,13.56,13.29,13.15,13.48
Kentucky,KY,nonroad,Nonroad Mobile,SO2,9.76,10.06,10.67,11.6
Louisiana,LA,nonroad,Nonroad Mobile,SO2,9.16,9.33,9.68,10.19
Maine,ME,nonroad,Nonroad Mobile,SO2,6,6.14,6.39,6.7
Maryland,MD,nonroad,Nonroad Mobile,SO2,10.23,10.64,11.42,12.37
Massachusetts,MA,nonroad,Nonroad Mobile,SO2,13.63,14.21,15.4,16.92
Michigan,MI,nonroad,Nonroad Mobile,SO2,24.3,24.75,25.86,27.39
Minnesota,MN,nonroad,Nonroad Mobile,SO2,31.58,31.49,31.96,33.05
Mississippi,MS,nonroad,Nonroad Mobile,SO2,6.85,6.87,7.02,7.35
Missouri,MO,nonroad,Nonroad Mobile,SO2,20.74,20.63,20.67,21.35
Montana,MT,nonroad,Nonroad Mobile,SO2,5.51,5.27,5.08,5.04
Nebraska,NE,nonroad,Nonroad Mobile,SO2,11.36,11.07,10.83,10.98
Nevada,NV,nonroad,Nonroad Mobile,SO2,11.52,11.4,11.51,12.11
New Hampshire,NH,nonroad,Nonroad Mobile,SO2,4.41,4.54,4.79,5.16
New Jersey,NJ,nonroad,Nonroad Mobile,SO2,20.59,21.07,22.18,23.92
New Mexico,NM,nonroad,Nonroad Mobile,SO2,4.58,4.56,4.66,4.94
New York,NY,nonroad,Nonroad Mobile,SO2,38.12,40.17,44.01,48.8
North Carolina,NC,nonroad,Nonroad Mobile,SO2,25.99,27.71,31.05,35.46
North Dakota,ND,nonroad,Nonroad Mobile,SO2,15.73,15.11,14.51,14.38
Ohio,OH,nonroad,Nonroad Mobile,SO2,31.84,32.37,33.69,35.83
Oklahoma,OK,nonroad,Nonroad Mobile,SO2,10.5,10.77,11.39,12.29
Oregon,OR,nonroad,Nonroad Mobile,SO2,12.64,13.31,14.55,16.26
Pennsylvania,PA,nonroad,Nonroad Mobile,SO2,28.34,28.85,30.05,31.93
Puerto Rico,PR,nonroad,Nonroad Mobile,SO2,6.6,6.99,7.69,8.52
Rhode Island,RI,nonroad,Nonroad Mobile,SO2,2.08,2.15,2.3,2.52
South Carolina,SC,nonroad,Nonroad Mobile,SO2,12.28,12.87,14,15.38
South Dakota,SD,nonroad,Nonroad Mobile,SO2,8.15,7.87,7.62,7.59
