State,ST,Sector,EISSector,Pollutant,e2022,e2026,e2032,e2038
Nevada,NV,beis,Biogenic,VOC,201811.61,201811.61,201811.61,201811.61
New Hampshire,NH,beis,Biogenic,VOC,75963.56,75963.56,75963.56,75963.56
New Jersey,NJ,beis,Biogenic,VOC,116271.14,116271.14,116271.14,116271.14
New Mexico,NM,beis,Biogenic,VOC,337017.14,337017.14,337017.14,337017.14
New York,NY,beis,Biogenic,VOC,388820.6,388820.6,388820.6,388820.6
North Carolina,NC,beis,Biogenic,VOC,1132344.39,1132344.39,1132344.39,1132344.39
North Dakota,ND,beis,Biogenic,VOC,160215.73,160215.73,160215.73,160215.73
Ohio,OH,beis,Biogenic,VOC,515132.73,515132.73,515132.73,515132.73
Oklahoma,OK,beis,Biogenic,VOC,906643.2,906643.2,906643.2,906643.2
Oregon,OR,beis,Biogenic,VOC,587170.45,587170.45,587170.45,587170.45
Pennsylvania,PA,beis,Biogenic,VOC,601234.27,601234.27,601234.27,601234.27
Rhode Island,RI,beis,Biogenic,VOC,16271.11,16271.11,16271.11,16271.11
South Carolina,SC,beis,Biogenic,VOC,882823.16,882823.16,882823.16,882823.16
South Dakota,SD,beis,Biogenic,VOC,231808.88,231808.88,231808.88,231808.88
Tennessee,TN,beis,Biogenic,VOC,1169269.71,1169269.71,1169269.71,1169269.71
Texas,TX,beis,Biogenic,VOC,2733133.87,2733133.87,2733133.87,2733133.87
Utah,UT,beis,Biogenic,VOC,244049.13,244049.13,244049.13,244049.13
Vermont,VT,beis,Biogenic,VOC,65813.36,65813.36,65813.36,65813.36
Virginia,VA,beis,Biogenic,VOC,879136.97,879136.97,879136.97,879136.97
Washington,WA,beis,Biogenic,VOC,451431.71,451431.71,451431.71,451431.71
West Virginia,WV,beis,Biogenic,VOC,486615.31,486615.31,486615.31,486615.31
Wisconsin,WI,beis,Biogenic,VOC,414192.75,414192.75,414192.75,414192.75
Wyoming,WY,beis,Biogenic,VOC,207542.95,207542.95,207542.95,207542.95
Alabama,AL,cmv_c1c2,Commercial Marine (C1/C2),VOC,142.77,151.27,163.97,178.69
Alaska,AK,cmv_c1c2,Commercial Marine (C1/C2),VOC,196.25,218.87,248.68,270.37
Arkansas,AR,cmv_c1c2,Commercial Marine (C1/C2),VOC,95.59,94.73,93.96,95.45
California,CA,cmv_c1c2,Commercial Marine (C1/C2),VOC,250.36,264.19,283.51,301.39
Connecticut,CT,cmv_c1c2,Commercial Marine (C1/C2),VOC,31.03,31.76,32.86,34.22
Delaware,DE,cmv_c1c2,Commercial Marine (C1/C2),VOC,29.71,30.17,30.86,31.79
District of Columbia,DC,cmv_c1c2,Commercial Marine (C1/C2),VOC,3.32,3.44,3.63,3.85
Florida,FL,cmv_c1c2,Commercial Marine (C1/C2),VOC,261.1,268.74,280.02,294.05
Georgia,GA,cmv_c1c2,Commercial Marine (C1/C2),VOC,31.19,31.39,31.67,32.19
Hawaii,HI,cmv_c1c2,Commercial Marine (C1/C2),VOC,51.98,55.82,61.26,67.48
Idaho,ID,cmv_c1c2,Commercial Marine (C1/C2),VOC,0.07,0.06,0.06,0.06
Illinois,IL,cmv_c1c2,Commercial Marine (C1/C2),VOC,212.7,210.55,208.44,211.43
Indiana,IN,cmv_c1c2,Commercial Marine (C1/C2),VOC,18.51,18.52,18.63,19.15
Iowa,IA,cmv_c1c2,Commercial Marine (C1/C2),VOC,26.68,26.33,25.95,26.23
Kansas,KS,cmv_c1c2,Commercial Marine (C1/C2),VOC,0.3,0.3,0.3,0.3
Kentucky,KY,cmv_c1c2,Commercial Marine (C1/C2),VOC,275.42,272.59,269.81,273.62
Louisiana,LA,cmv_c1c2,Commercial Marine (C1/C2),VOC,1191.65,1254.36,1348.69,1460.96
Maine,ME,cmv_c1c2,Commercial Marine (C1/C2),VOC,59.53,60.36,61.57,63.29
Maryland,MD,cmv_c1c2,Commercial Marine (C1/C2),VOC,104.73,104.99,105.31,106.41
Massachusetts,MA,cmv_c1c2,Commercial Marine (C1/C2),VOC,97.13,98.6,100.76,103.71
Michigan,MI,cmv_c1c2,Commercial Marine (C1/C2),VOC,129.36,127.01,124.23,124.84
Minnesota,MN,cmv_c1c2,Commercial Marine (C1/C2),VOC,24.61,24.32,24.02,24.32
Mississippi,MS,cmv_c1c2,Commercial Marine (C1/C2),VOC,165.36,175.16,189.77,206.73
Missouri,MO,cmv_c1c2,Commercial Marine (C1/C2),VOC,122.67,121.19,119.63,121.03
Nebraska,NE,cmv_c1c2,Commercial Marine (C1/C2),VOC,0.27,0.27,0.26,0.27
New Hampshire,NH,cmv_c1c2,Commercial Marine (C1/C2),VOC,4.66,4.69,4.73,4.82
New Jersey,NJ,cmv_c1c2,Commercial Marine (C1/C2),VOC,140.95,141.98,143.44,145.99
New York,NY,cmv_c1c2,Commercial Marine (C1/C2),VOC,211.99,214.17,217.38,222.43
Non-US SECA C3,OFFSHORE,cmv_c1c2,Commercial Marine (C1/C2),VOC,241.18,241.18,241.18,241.18
North Carolina,NC,cmv_c1c2,Commercial Marine (C1/C2),VOC,77.06,78.38,80.32,82.93
North Dakota,ND,cmv_c1c2,Commercial Marine (C1/C2),VOC,0,0,0,0
Offshore to EEZ,OFFSHORE,cmv_c1c2,Commercial Marine (C1/C2),VOC,1035.37,1082.66,1151.8,1229.62
Ohio,OH,cmv_c1c2,Commercial Marine (C1/C2),VOC,44.73,44.35,44.02,44.76
Oklahoma,OK,cmv_c1c2,Commercial Marine (C1/C2),VOC,9.09,9.06,9.07,9.28
Oregon,OR,cmv_c1c2,Commercial Marine (C1/C2),VOC,85.59,89.98,96.02,101.43
Pennsylvania,PA,cmv_c1c2,Commercial Marine (C1/C2),VOC,65.95,65.68,65.47,66.44
Puerto Rico,PR,cmv_c1c2,Commercial Marine (C1/C2),VOC,41.47,41.47,41.47,41.47
Rhode Island,RI,cmv_c1c2,Commercial Marine (C1/C2),VOC,31.36,31.68,32.15,32.87
South Carolina,SC,cmv_c1c2,Commercial Marine (C1/C2),VOC,47.78,48.01,48.31,48.98
Tennessee,TN,cmv_c1c2,Commercial Marine (C1/C2),VOC,108.32,107.23,106.17,107.7
Texas,TX,cmv_c1c2,Commercial Marine (C1/C2),VOC,616.32,653.54,709.32,773.68
Vermont,VT,cmv_c1c2,Commercial Marine (C1/C2),VOC,0.09,0.09,0.09,0.09
Virgin Islands,USVI,cmv_c1c2,Commercial Marine (C1/C2),VOC,28.13,28.13,28.13,28.13
Virginia,VA,cmv_c1c2,Commercial Marine (C1/C2),VOC,156.9,158.35,160.43,163.77
Washington,WA,cmv_c1c2,Commercial Marine (C1/C2),VOC,256.48,276.25,304.7,332.8
West Virginia,WV,cmv_c1c2,Commercial Marine (C1/C2),VOC,87.75,88.89,90.57,92.99
Wisconsin,WI,cmv_c1c2,Commercial Marine (C1/C2),VOC,45.75,45.36,45,45.76
Alabama,AL,cmv_c3,Commercial Marine (C3),VOC,67.52,71.46,77.54,85.51
Alaska,AK,cmv_c3,Commercial Marine (C3),VOC,485.1,537.82,607.23,657.76
California,CA,cmv_c3,Commercial Marine (C3),VOC,585.33,633.27,704.49,780.11
Connecticut,CT,cmv_c3,Commercial Marine (C3),VOC,6.23,6.17,6.07,6
Delaware,DE,cmv_c3,Commercial Marine (C3),VOC,106.36,110.68,117.5,126.14
Florida,FL,cmv_c3,Commercial Marine (C3),VOC,474.04,486.6,505.84,531.3
Georgia,GA,cmv_c3,Commercial Marine (C3),VOC,148.47,160.31,179.2,202.16
Hawaii,HI,cmv_c3,Commercial Marine (C3),VOC,72.58,78.14,86.1,94.94
Illinois,IL,cmv_c3,Commercial Marine (C3),VOC,6.47,6.29,6.07,6.03
Indiana,IN,cmv_c3,Commercial Marine (C3),VOC,3.22,3.15,3.05,3.06
Louisiana,LA,cmv_c3,Commercial Marine (C3),VOC,648.91,677,719.29,779.23
Maine,ME,cmv_c3,Commercial Marine (C3),VOC,11.93,11.87,11.77,11.74
Maryland,MD,cmv_c3,Commercial Marine (C3),VOC,197.01,208.48,226.3,247.45
Massachusetts,MA,cmv_c3,Commercial Marine (C3),VOC,37.95,38.81,40.15,41.95
Michigan,MI,cmv_c3,Commercial Marine (C3),VOC,243.69,237.39,229.42,228.48
Minnesota,MN,cmv_c3,Commercial Marine (C3),VOC,17.67,17.15,16.5,16.37
Mississippi,MS,cmv_c3,Commercial Marine (C3),VOC,11.86,12.59,13.69,15
New Hampshire,NH,cmv_c3,Commercial Marine (C3),VOC,1.56,1.56,1.54,1.54
New Jersey,NJ,cmv_c3,Commercial Marine (C3),VOC,208.59,221.11,241.03,265.58
New York,NY,cmv_c3,Commercial Marine (C3),VOC,167.47,173.65,183.82,197.87
Non-US SECA C3,OFFSHORE,cmv_c3,Commercial Marine (C3),VOC,9687.45,9687.45,9687.45,9687.45
North Carolina,NC,cmv_c3,Commercial Marine (C3),VOC,26.39,27.73,29.87,32.57
Offshore to EEZ,OFFSHORE,cmv_c3,Commercial Marine (C3),VOC,18955.09,20229.59,22181.72,24444.68
Ohio,OH,cmv_c3,Commercial Marine (C3),VOC,23.07,22.57,21.95,21.97
Oregon,OR,cmv_c3,Commercial Marine (C3),VOC,89.5,96.83,107.37,118.03
Pennsylvania,PA,cmv_c3,Commercial Marine (C3),VOC,39.92,41.29,43.47,46.31
Puerto Rico,PR,cmv_c3,Commercial Marine (C3),VOC,97.32,97.32,97.32,97.32
Rhode Island,RI,cmv_c3,Commercial Marine (C3),VOC,15.04,15.28,15.64,16.1
South Carolina,SC,cmv_c3,Commercial Marine (C3),VOC,90.24,96.54,106.62,118.99
Texas,TX,cmv_c3,Commercial Marine (C3),VOC,745.8,796.7,872.94,959.36
Virgin Islands,USVI,cmv_c3,Commercial Marine (C3),VOC,67.37,67.37,67.37,67.37
Virginia,VA,cmv_c3,Commercial Marine (C3),VOC,286.33,303.41,330.39,363.28
Washington,WA,cmv_c3,Commercial Marine (C3),VOC,389.04,424.75,477.93,534.85
Wisconsin,WI,cmv_c3,Commercial Marine (C3),VOC,25.91,25.3,24.53,24.51
Alabama,AL,livestock,Livestock,VOC,5349.09,5321.51,5280.18,5238.41
Alaska,AK,livestock,Livestock,VOC,1.68,1.68,1.68,1.68
Arizona,AZ,livestock,Livestock,VOC,2343.47,2320.33,2285.78,2248.66
Arkansas,AR,livestock,Livestock,VOC,6200.96,6168.15,6119.04,6068.65
California,CA,livestock,Livestock,VOC,12571.91,12433.35,12226.44,12018.39
Colorado,CO,livestock,Livestock,VOC,3315.81,3280,3226.44,3172.64
Connecticut,CT,livestock,Livestock,VOC,66.6,65.79,64.57,63.36
Delaware,DE,livestock,Livestock,VOC,796.97,796.78,796.48,796.18
Florida,FL,livestock,Livestock,VOC,2740.64,2696.03,2629.24,2562.25
Georgia,GA,livestock,Livestock,VOC,6238.44,6214.81,6179.45,6143.97
Hawaii,HI,livestock,Livestock,VOC,19.49,19.49,19.49,19.49
Idaho,ID,livestock,Livestock,VOC,4575.72,4541.68,4491.03,4439.93
Illinois,IL,livestock,Livestock,VOC,5237.17,5383.87,5603.77,5823.59
Indiana,IN,livestock,Livestock,VOC,5756.77,5876.69,6056.46,6236.47
Iowa,IA,livestock,Livestock,VOC,23627.68,24428.48,25630.81,26832.88
Kansas,KS,livestock,Livestock,VOC,6927.65,6886.26,6824.34,6761.94
Kentucky,KY,livestock,Livestock,VOC,3096.75,3074.96,3042.36,3009.64
Louisiana,LA,livestock,Livestock,VOC,1336,1317.67,1290.22,1262.69
Maine,ME,livestock,Livestock,VOC,97.82,96.65,94.9,93.14
Maryland,MD,livestock,Livestock,VOC,1173.08,1170.56,1166.78,1162.99
Massachusetts,MA,livestock,Livestock,VOC,64.5,64.04,63.34,62.64
Michigan,MI,livestock,Livestock,VOC,2907.37,2917.44,2932.66,2947.74
Minnesota,MN,livestock,Livestock,VOC,10181.54,10404.67,10739.82,11074.77
Mississippi,MS,livestock,Livestock,VOC,3452.52,3434.19,3406.72,3379.17
Missouri,MO,livestock,Livestock,VOC,8790.47,8822.21,8870.56,8918.22
Montana,MT,livestock,Livestock,VOC,1506.4,1477.34,1433.8,1390.15
Nebraska,NE,livestock,Livestock,VOC,8259.44,8272.98,8293.16,8313.26
Nevada,NV,livestock,Livestock,VOC,466.51,458.55,446.62,434.66
New Hampshire,NH,livestock,Livestock,VOC,45.48,45.05,44.41,43.77
New Jersey,NJ,livestock,Livestock,VOC,122.71,122.42,121.99,121.55
New Mexico,NM,livestock,Livestock,VOC,2578.88,2545.99,2496.86,2447.47
New York,NY,livestock,Livestock,VOC,1728.84,1705,1669.35,1633.56
North Carolina,NC,livestock,Livestock,VOC,15860.22,16193.45,16693.33,17193.14
North Dakota,ND,livestock,Livestock,VOC,1162.32,1139.06,1104.21,1069.27
Ohio,OH,livestock,Livestock,VOC,4790.24,4848.24,4935.53,5022.49
Oklahoma,OK,livestock,Livestock,VOC,7697.62,7671.52,7632.28,7592.66
Oregon,OR,livestock,Livestock,VOC,1407.77,1386.71,1355.22,1323.61
Pennsylvania,PA,livestock,Livestock,VOC,4075.37,4087.8,4106.7,4125.35
Rhode Island,RI,livestock,Livestock,VOC,9.19,9.15,9.08,9.02
South Carolina,SC,livestock,Livestock,VOC,1847.33,1850.08,1854.21,1858.33
South Dakota,SD,livestock,Livestock,VOC,4500.03,4499.04,4497.62,4495.95
Tennessee,TN,livestock,Livestock,VOC,2514.99,2495,2465.12,2435.11
Texas,TX,livestock,Livestock,VOC,19140.28,18867.98,18460.49,18051.49
Tribal Data,TRIBAL ,livestock,Livestock,VOC,2.5,2.5,2.5,2.5
Utah,UT,livestock,Livestock,VOC,2028.78,2044.08,2067.13,2090.1
Vermont,VT,livestock,Livestock,VOC,303.92,300,294.15,288.27
Virginia,VA,livestock,Livestock,VOC,2819.58,2806.28,2786.4,2766.42
Washington,WA,livestock,Livestock,VOC,1831.69,1810.78,1779.53,1748.13
West Virginia,WV,livestock,Livestock,VOC,661.7,655.08,645.16,635.22
Wisconsin,WI,livestock,Livestock,VOC,4120.48,4069.65,3993.63,3917.25
Wyoming,WY,livestock,Livestock,VOC,901.36,882.63,854.57,826.44
Alabama,AL,nonpt,Nonpoint,VOC,12043.79,11964,11171.75,10909.42
Alaska,AK,nonpt,Nonpoint,VOC,2648.05,2596.51,2406.68,2298.11
Arizona,AZ,nonpt,Nonpoint,VOC,15363.07,16073.6,16652.15,17118.64
Arkansas,AR,nonpt,Nonpoint,VOC,12550.17,12799.94,12296.63,12404.08
California,CA,nonpt,Nonpoint,VOC,102786.68,106173.43,107808.86,108134.23
Colorado,CO,nonpt,Nonpoint,VOC,10055.52,10948.26,11962.93,12393.96
Connecticut,CT,nonpt,Nonpoint,VOC,5284.82,5247.53,4952.79,4718.22
Delaware,DE,nonpt,Nonpoint,VOC,1621.89,1529.08,1499.78,1482.59
District of Columbia,DC,nonpt,Nonpoint,VOC,313.41,312.53,310.3,309.58
Florida,FL,nonpt,Nonpoint,VOC,39767.74,39815.74,35758.51,35463.95
Georgia,GA,nonpt,Nonpoint,VOC,23801.89,23765.4,22155.38,21793.32
Hawaii,HI,nonpt,Nonpoint,VOC,8277.87,7993.76,5353.26,4779.94
Idaho,ID,nonpt,Nonpoint,VOC,24056.64,25753,26317.71,26828.32
Illinois,IL,nonpt,Nonpoint,VOC,16436.89,16611.59,16269.75,15814.79
Indiana,IN,nonpt,Nonpoint,VOC,18343.5,18620.51,17409.84,16735.39
Iowa,IA,nonpt,Nonpoint,VOC,17345.6,18269.25,18302.26,19212.13
Kansas,KS,nonpt,Nonpoint,VOC,20256.23,21456.42,21183.67,22377.41
Kentucky,KY,nonpt,Nonpoint,VOC,13663.56,13676.93,12672.92,12361.02
Louisiana,LA,nonpt,Nonpoint,VOC,28270.33,28427.93,23395.91,23441.88
Maine,ME,nonpt,Nonpoint,VOC,3365.86,3255.74,3059.93,2869.49
Maryland,MD,nonpt,Nonpoint,VOC,7633.21,7685.77,7611.92,7540.57
Massachusetts,MA,nonpt,Nonpoint,VOC,7824.74,7718.86,7239.83,6878.02
Michigan,MI,nonpt,Nonpoint,VOC,27940.86,28742.49,27930.49,26996.12
Minnesota,MN,nonpt,Nonpoint,VOC,24938.47,26174.96,25753.58,27004.07
Mississippi,MS,nonpt,Nonpoint,VOC,23363.09,22703.19,17117.46,16343.67
Missouri,MO,nonpt,Nonpoint,VOC,18990.8,19274.46,18404.08,18723.63
Montana,MT,nonpt,Nonpoint,VOC,10447.41,10773.5,9524.19,9503.53
Nebraska,NE,nonpt,Nonpoint,VOC,12721.37,13795.08,14763.18,15774.05
Nevada,NV,nonpt,Nonpoint,VOC,8227.07,8415.47,7677.92,7711.54
New Hampshire,NH,nonpt,Nonpoint,VOC,1955.67,1950.79,1864.79,1788.93
New Jersey,NJ,nonpt,Nonpoint,VOC,14744.64,14546.77,14070.55,13734.78
New Mexico,NM,nonpt,Nonpoint,VOC,13500,14418.72,15190.48,15439.19
New York,NY,nonpt,Nonpoint,VOC,32377.82,33564.15,34674.93,34160.76
North Carolina,NC,nonpt,Nonpoint,VOC,15935.59,15882.21,14596.91,14377.56
North Dakota,ND,nonpt,Nonpoint,VOC,6299.31,6453.13,6043.7,6224.84
Ohio,OH,nonpt,Nonpoint,VOC,33719.06,34030.07,30707.99,29335.61
Oklahoma,OK,nonpt,Nonpoint,VOC,20024.26,20702.03,18551.13,18787.27
Oregon,OR,nonpt,Nonpoint,VOC,10962.13,11231.69,10831.09,10550.72
Pennsylvania,PA,nonpt,Nonpoint,VOC,28400.95,29200.5,29796.78,29161.05
Puerto Rico,PR,nonpt,Nonpoint,VOC,3430.21,3430.21,2996.49,2996.49
Rhode Island,RI,nonpt,Nonpoint,VOC,1025.65,1010.76,948.6,900.31
South Carolina,SC,nonpt,Nonpoint,VOC,15236.43,14985.87,13551.37,13162.04
South Dakota,SD,nonpt,Nonpoint,VOC,9678.99,10497.02,11033.9,11816.09
Tennessee,TN,nonpt,Nonpoint,VOC,18717.53,18532.17,17290.08,16796.2
Texas,TX,nonpt,Nonpoint,VOC,91666.81,95092.28,96032.24,97549.51
Tribal Data,TRIBAL ,nonpt,Nonpoint,VOC,1405.4,1405.4,1365.78,1365.78
Utah,UT,nonpt,Nonpoint,VOC,8803.15,9192.14,9347.93,9475.31
Vermont,VT,nonpt,Nonpoint,VOC,4004.58,4186.96,4229.14,4134.93
Virgin Islands,USVI,nonpt,Nonpoint,VOC,221.04,221.04,191.87,191.87
Virginia,VA,nonpt,Nonpoint,VOC,22374.41,22460.84,22036.21,21876.99
Washington,WA,nonpt,Nonpoint,VOC,21059.83,21461.17,18878.77,18435.48
West Virginia,WV,nonpt,Nonpoint,VOC,5207.58,5130.41,4771.61,4602.17
Wisconsin,WI,nonpt,Nonpoint,VOC,42330.76,45580.53,47087,46434.76
Wyoming,WY,nonpt,Nonpoint,VOC,8337.82,8513.68,6513.46,6451.28
Alabama,AL,nonroad,Nonroad Mobile,VOC,16263.8,14773.33,14099.83,14216.42
Alaska,AK,nonroad,Nonroad Mobile,VOC,5973.8,5344.12,5077.03,5046.95
Arizona,AZ,nonroad,Nonroad Mobile,VOC,14938.2,14132.74,14007.56,14498.12
Arkansas,AR,nonroad,Nonroad Mobile,VOC,10894.45,10190.63,9900.72,10167.3
California,CA,nonroad,Nonroad Mobile,VOC,96312.2,89944.62,84387.68,83837.49
Colorado,CO,nonroad,Nonroad Mobile,VOC,17581.87,17829.96,19007.24,20549.53
Connecticut,CT,nonroad,Nonroad Mobile,VOC,8322.69,7688.37,7353.24,7305.77
Delaware,DE,nonroad,Nonroad Mobile,VOC,4967.64,4299.08,4030.56,4131.6
District of Columbia,DC,nonroad,Nonroad Mobile,VOC,450.37,438.84,445.22,462.98
Florida,FL,nonroad,Nonroad Mobile,VOC,76759.47,71114.51,70337.95,73032.96
Georgia,GA,nonroad,Nonroad Mobile,VOC,27600.75,26332.41,26319.19,27237.01
Hawaii,HI,nonroad,Nonroad Mobile,VOC,3344.4,3057.52,2954.21,3000.87
Idaho,ID,nonroad,Nonroad Mobile,VOC,8513.77,7729.14,7328.26,7256.46
Illinois,IL,nonroad,Nonroad Mobile,VOC,30930.94,29057.42,28226.58,28409.38
Indiana,IN,nonroad,Nonroad Mobile,VOC,17050.78,16280.47,15964.04,16277.86
Iowa,IA,nonroad,Nonroad Mobile,VOC,11690.41,10635.31,10270.35,10460.34
Kansas,KS,nonroad,Nonroad Mobile,VOC,7479.19,6950.58,6589.46,6578.71
Kentucky,KY,nonroad,Nonroad Mobile,VOC,10900.53,9980.41,9558.12,9583.39
Louisiana,LA,nonroad,Nonroad Mobile,VOC,14641.86,12883.04,11937.08,11774.49
Maine,ME,nonroad,Nonroad Mobile,VOC,12147.82,10646.38,10012.14,10021.76
Maryland,MD,nonroad,Nonroad Mobile,VOC,14911.26,14248.01,14188.73,14506
Massachusetts,MA,nonroad,Nonroad Mobile,VOC,15339.23,14283.08,13806.89,13816.42
Michigan,MI,nonroad,Nonroad Mobile,VOC,38464.73,34676.89,32840.12,32443.2
Minnesota,MN,nonroad,Nonroad Mobile,VOC,37585.34,33912.83,32545.55,32842.51
Mississippi,MS,nonroad,Nonroad Mobile,VOC,7253.68,6527.32,6124.93,6054.6
Missouri,MO,nonroad,Nonroad Mobile,VOC,18173.77,16541.54,15444.42,15194.76
Montana,MT,nonroad,Nonroad Mobile,VOC,4547.17,4111.44,3929.74,3967.28
Nebraska,NE,nonroad,Nonroad Mobile,VOC,6156.67,5556.24,5125.08,5070.28
Nevada,NV,nonroad,Nonroad Mobile,VOC,9196.01,8906.01,8939.59,9258.71
New Hampshire,NH,nonroad,Nonroad Mobile,VOC,6809.65,6215.42,5974.99,5993.51
New Jersey,NJ,nonroad,Nonroad Mobile,VOC,19680.8,18417.94,17915.32,18004.22
New Mexico,NM,nonroad,Nonroad Mobile,VOC,4485.96,4273.22,4200.5,4263.21
New York,NY,nonroad,Nonroad Mobile,VOC,43530.88,41761.35,42262.41,44428.31
North Carolina,NC,nonroad,Nonroad Mobile,VOC,27650.68,25874.97,25515.14,26276.01
North Dakota,ND,nonroad,Nonroad Mobile,VOC,5694.11,5146.67,4842.47,4920.93
Ohio,OH,nonroad,Nonroad Mobile,VOC,30102.09,27909.64,26700.03,26507.69
Oklahoma,OK,nonroad,Nonroad Mobile,VOC,13040.05,12207.62,12012.92,12297.24
Oregon,OR,nonroad,Nonroad Mobile,VOC,13786.92,13470.67,13862.16,14692.69
Pennsylvania,PA,nonroad,Nonroad Mobile,VOC,29840.87,28308.62,27617.11,27570.22
Puerto Rico,PR,nonroad,Nonroad Mobile,VOC,9371.1,9204.2,9529.9,10103.26
Rhode Island,RI,nonroad,Nonroad Mobile,VOC,1897.69,1743.65,1663.59,1657.71
South Carolina,SC,nonroad,Nonroad Mobile,VOC,17658.98,16062.53,15480.17,15737.32
South Dakota,SD,nonroad,Nonroad Mobile,VOC,4075.56,3611.73,3357.84,3354.97
Tennessee,TN,nonroad,Nonroad Mobile,VOC,17960.57,16614.96,16176.15,16474.06
Texas,TX,nonroad,Nonroad Mobile,VOC,59555.81,59188.16,62237.97,67415.13
Utah,UT,nonroad,Nonroad Mobile,VOC,6925.36,6450.83,6310.99,6503.58
Vermont,VT,nonroad,Nonroad Mobile,VOC,3793.31,3523.44,3465.32,3560.08
Virgin Islands,USVI,nonroad,Nonroad Mobile,VOC,354.63,327.87,323.06,334.57
Virginia,VA,nonroad,Nonroad Mobile,VOC,21302.44,19766.69,18898.28,18698.23
Washington,WA,nonroad,Nonroad Mobile,VOC,20200.57,19167.84,19262.67,20151.62
West Virginia,WV,nonroad,Nonroad Mobile,VOC,4598.8,4380.74,4292.47,4308.14
Wisconsin,WI,nonroad,Nonroad Mobile,VOC,28872.35,25506,23737.28,23244.8
Wyoming,WY,nonroad,Nonroad Mobile,VOC,3166.19,2929.77,2873.35,2933.63
Alabama,AL,np_oilgas,Nonpoint Oil and Gas,VOC,11544.93,9669.62,2243.64,2226.08
Alaska,AK,np_oilgas,Nonpoint Oil and Gas,VOC,9665.36,9525.93,7926.89,8101.43
Arizona,AZ,np_oilgas,Nonpoint Oil and Gas,VOC,136.7,135.42,119.83,119.83
Arkansas,AR,np_oilgas,Nonpoint Oil and Gas,VOC,8526.16,7373.68,3786.22,3747.26
California,CA,np_oilgas,Nonpoint Oil and Gas,VOC,28206.2,25828.96,19368.68,16983.92
Colorado,CO,np_oilgas,Nonpoint Oil and Gas,VOC,56624.53,56726,40587.32,40586.4
Florida,FL,np_oilgas,Nonpoint Oil and Gas,VOC,1123.22,820.43,389.47,389.9
Georgia,GA,np_oilgas,Nonpoint Oil and Gas,VOC,0.04,0.04,0.04,0.04
Idaho,ID,np_oilgas,Nonpoint Oil and Gas,VOC,99.24,82.46,77.19,77.19
Illinois,IL,np_oilgas,Nonpoint Oil and Gas,VOC,49501.63,49040.86,11915.93,12502.3
Indiana,IN,np_oilgas,Nonpoint Oil and Gas,VOC,13492.19,12255.35,5038.67,5173.23
Iowa,IA,np_oilgas,Nonpoint Oil and Gas,VOC,0.01,0.01,0.01,0.01
Kansas,KS,np_oilgas,Nonpoint Oil and Gas,VOC,62638.12,52112.94,20805.05,21226.34
Kentucky,KY,np_oilgas,Nonpoint Oil and Gas,VOC,42630.59,39748.21,19187.37,19236.62
Louisiana,LA,np_oilgas,Nonpoint Oil and Gas,VOC,52799.26,49267.52,24662.38,28001.24
Maryland,MD,np_oilgas,Nonpoint Oil and Gas,VOC,1.89,1.87,0.86,0.85
Michigan,MI,np_oilgas,Nonpoint Oil and Gas,VOC,13226.91,12922.95,4139.34,4126.84
Minnesota,MN,np_oilgas,Nonpoint Oil and Gas,VOC,0.01,0.01,0.01,0.01
Mississippi,MS,np_oilgas,Nonpoint Oil and Gas,VOC,17404.39,15786.64,5481.8,5880.86
Missouri,MO,np_oilgas,Nonpoint Oil and Gas,VOC,553.76,524.75,179.7,179.7
Montana,MT,np_oilgas,Nonpoint Oil and Gas,VOC,31980.15,30643.74,12853.72,13465.11
Nebraska,NE,np_oilgas,Nonpoint Oil and Gas,VOC,1777.58,1647.84,448.61,453.56
Nevada,NV,np_oilgas,Nonpoint Oil and Gas,VOC,159.59,162.93,96.51,96.48
New Mexico,NM,np_oilgas,Nonpoint Oil and Gas,VOC,282137,129895.03,84294.33,105447.62
New York,NY,np_oilgas,Nonpoint Oil and Gas,VOC,7130.62,6836.98,2425.54,2413.65
North Carolina,NC,np_oilgas,Nonpoint Oil and Gas,VOC,0,0,0,0
North Dakota,ND,np_oilgas,Nonpoint Oil and Gas,VOC,226679.83,153142.56,66500.55,77398
Ohio,OH,np_oilgas,Nonpoint Oil and Gas,VOC,30890.38,26628.67,25876.61,26342.61
Oklahoma,OK,np_oilgas,Nonpoint Oil and Gas,VOC,170335.3,145156.69,81950.4,89474.41
Oregon,OR,np_oilgas,Nonpoint Oil and Gas,VOC,20.04,21.82,15.4,15.4
Pennsylvania,PA,np_oilgas,Nonpoint Oil and Gas,VOC,139864.94,134660.4,118146.09,120055.3
South Dakota,SD,np_oilgas,Nonpoint Oil and Gas,VOC,1290.86,1208.94,390.89,392.78
Tennessee,TN,np_oilgas,Nonpoint Oil and Gas,VOC,3271.89,3057.06,1844.31,1844.98
Texas,TX,np_oilgas,Nonpoint Oil and Gas,VOC,1339497.73,967926.73,664465.28,742232.44
Utah,UT,np_oilgas,Nonpoint Oil and Gas,VOC,69862.15,69162.52,35321.31,36794.92
Virginia,VA,np_oilgas,Nonpoint Oil and Gas,VOC,7882.77,6682.52,1661.66,1535.2
Washington,WA,np_oilgas,Nonpoint Oil and Gas,VOC,2.85,2.85,2.85,2.85
West Virginia,WV,np_oilgas,Nonpoint Oil and Gas,VOC,77700.24,73546,29272.72,31682.02
